Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 9.459963002041816, (Class: 3.0), 13.269781460144701, (Class: 3.0),
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 13.673477977456942, (Class: 2.0), 20.442159866315496, (Class: 1.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 7.641590148653616, (Class: 2.0), 12.190721881824718, (Class: 3.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 4.673628140962864, (Class: 2.0), 9.303064011388935, (Class: 2.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 6.610839583592995, (Class: 2.0), 11.743321506286032, (Class: 3.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 15.058276793843312, (Class: 3.0), 15.235862299193965, (Class: 3.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 9.74282813150268, (Class: 2.0), 13.04578475983718, (Class: 3.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 6.481936439058933, (Class: 1.0), 22.682186843424073, (Class: 1.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 11.835598844165006, (Class: 2.0), 14.419587372737126, (Class: 2.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 12.16447697190471, (Class: 3.0), 15.978156965057014, (Class: 2.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 16.55178238136304, (Class: 3.0), 18.02458598692353, (Class: 3.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 4.003723267160207, (Class: 2.0), 13.429240484852446, (Class: 2.0), 
Original: 2.0, Predicted: 1.0, 0.0, (Class: 2.0), 29.40539406299463, (Class: 1.0), 37.628463960145915, (Class: 1.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 34.91639156613982, (Class: 1.0), 46.18980082225945, (Class: 1.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 4.469608483972617, (Class: 2.0), 4.5304966615151585, (Class: 2.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 8.13824919746256, (Class: 2.0), 11.546133551973146, (Class: 3.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 11.546133551973146, (Class: 3.0), 17.072823433749907, (Class: 3.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 6.610839583592995, (Class: 2.0), 11.43025808982457, (Class: 3.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 5.358889810399165, (Class: 3.0), 13.516648993001187, (Class: 1.0), 
Original: 2.0, Predicted: 3.0, 0.0, (Class: 2.0), 8.13824919746256, (Class: 3.0), 17.727540720585015, (Class: 3.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 5.320563879890927, (Class: 2.0), 5.805919393171076, (Class: 2.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 4.982549548173103, (Class: 2.0), 25.431051885441153, (Class: 2.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 75.0906265788214, (Class: 1.0), 80.24226504779136, (Class: 1.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 30.091969028297235, (Class: 1.0), 60.485243654961, (Class: 1.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 2.6107087160386167, (Class: 3.0), 6.80707719950347, (Class: 2.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 30.091969028297235, (Class: 1.0), 31.159417517020433, (Class: 1.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 2.6107087160386167, (Class: 3.0), 6.302372569120299, (Class: 2.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 12.073744241120897, (Class: 1.0), 15.254055198536554, (Class: 1.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 8.718715501723864, (Class: 1.0), 34.13224428601202, (Class: 2.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 12.38165982411082, (Class: 2.0), 34.53971482221589, (Class: 2.0), 
Original: 2.0, Predicted: 3.0, 0.0, (Class: 2.0), 19.15215392586432, (Class: 3.0), 22.02181191455417, (Class: 3.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 15.665458818687693, (Class: 1.0), 31.297905680732057, (Class: 1.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 6.238252960565162, (Class: 1.0), 16.07347193359294, (Class: 1.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 16.633571474581156, (Class: 1.0), 25.686525650620794, (Class: 1.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 4.5304966615151585, (Class: 2.0), 4.613263486947175, (Class: 2.0), 
Original: 1.0, Predicted: 3.0, 0.0, (Class: 1.0), 5.698140047418982, (Class: 3.0), 6.603302204200562, (Class: 3.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 13.518962830039884, (Class: 1.0), 14.235757654582354, (Class: 3.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 7.7658805038450085, (Class: 3.0), 8.260865572081414, (Class: 2.0), 
Original: 2.0, Predicted: 3.0, 0.0, (Class: 2.0), 9.74282813150268, (Class: 3.0), 11.545943010425782, (Class: 3.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 13.715779234152173, (Class: 2.0), 15.190608941053021, (Class: 2.0), 
Original: 2.0, Predicted: 3.0, 0.0, (Class: 2.0), 6.302372569120299, (Class: 3.0), 6.80707719950347, (Class: 3.0), 
Original: 3.0, Predicted: 2.0, 0.0, (Class: 3.0), 11.181940797553883, (Class: 2.0), 11.799834744605537, (Class: 2.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 5.435181689695387, (Class: 3.0), 5.698140047418982, (Class: 1.0), 
Original: 2.0, Predicted: 3.0, 0.0, (Class: 2.0), 17.614281137758645, (Class: 3.0), 22.206629640717654, (Class: 3.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 6.78638342565464, (Class: 1.0), 11.292160997789574, (Class: 1.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 2.9496101437308617, (Class: 1.0), 32.460137091515804, (Class: 1.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 10.092744918999983, (Class: 2.0), 12.288124348329163, (Class: 3.0), 
Original: 3.0, Predicted: 2.0, 0.0, (Class: 3.0), 21.807773843288086, (Class: 2.0), 23.191496286354617, (Class: 2.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 12.80732212447239, (Class: 3.0), 14.896492875841615, (Class: 2.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 30.420836609140125, (Class: 1.0), 31.460211378819437, (Class: 1.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 9.282634324371504, (Class: 2.0), 11.181940797553883, (Class: 3.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 7.7658805038450085, (Class: 3.0), 14.66093448590505, (Class: 2.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 8.865991202341677, (Class: 3.0), 11.20821573668173, (Class: 2.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 8.865991202341677, (Class: 3.0), 10.306124392806446, (Class: 3.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 5.435181689695387, (Class: 3.0), 6.603302204200562, (Class: 1.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 6.026682337737737, (Class: 2.0), 8.989949944243294, (Class: 2.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 10.39280520360119, (Class: 1.0), 15.231372229710626, (Class: 1.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 7.742480222770995, (Class: 2.0), 8.281805358736705, (Class: 2.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 2.9496101437308617, (Class: 1.0), 31.460211378819437, (Class: 1.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 5.358889810399165, (Class: 3.0), 11.140767478051051, (Class: 1.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 13.383822323985028, (Class: 1.0), 14.167893280230478, (Class: 1.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 6.238252960565162, (Class: 1.0), 13.140764817924413, (Class: 1.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 8.255767680839861, (Class: 2.0), 10.32989351348793, (Class: 3.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 21.667678694313334, (Class: 3.0), 21.978603231324776, (Class: 2.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 9.52865677837123, (Class: 1.0), 12.073744241120897, (Class: 1.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 7.6317953326854875, (Class: 2.0), 9.459963002041816, (Class: 3.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 9.227968357119567, (Class: 3.0), 20.25517464748206, (Class: 2.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 15.665458818687693, (Class: 1.0), 30.420836609140125, (Class: 1.0), 
Original: 3.0, Predicted: 2.0, 0.0, (Class: 3.0), 10.849880183670232, (Class: 2.0), 14.235757654582354, (Class: 2.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 10.807104144959464, (Class: 2.0), 15.058276793843312, (Class: 3.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 6.78638342565464, (Class: 1.0), 13.140764817924413, (Class: 1.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 12.296991501989421, (Class: 1.0), 18.989081073079866, (Class: 1.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 15.554002700269793, (Class: 2.0), 18.64967023837151, (Class: 3.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 13.679320158545892, (Class: 2.0), 21.86879511998775, (Class: 3.0), 
Original: 3.0, Predicted: 2.0, 0.0, (Class: 3.0), 19.079677670233323, (Class: 2.0), 22.02181191455417, (Class: 2.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 6.026682337737737, (Class: 2.0), 8.027203747258444, (Class: 2.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 5.320563879890927, (Class: 2.0), 8.756660322291827, (Class: 2.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 4.673628140962864, (Class: 2.0), 6.335021704777341, (Class: 2.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 7.641590148653616, (Class: 2.0), 11.156451048608602, (Class: 3.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 7.690955727346244, (Class: 1.0), 10.849880183670232, (Class: 3.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 19.079677670233323, (Class: 3.0), 19.55066239287048, (Class: 2.0), 
Original: 3.0, Predicted: 3.0, 0.0, (Class: 3.0), 4.784934691299349, (Class: 3.0), 11.392953962866697, (Class: 2.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 17.51458535050145, (Class: 1.0), 20.442159866315496, (Class: 1.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 5.805919393171076, (Class: 2.0), 8.027203747258444, (Class: 2.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 8.42908061415953, (Class: 2.0), 13.974745078175845, (Class: 3.0), 
Original: 1.0, Predicted: 1.0, 0.0, (Class: 1.0), 37.65407016512292, (Class: 1.0), 68.07646362730661, (Class: 1.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 6.335021704777341, (Class: 2.0), 8.281805358736705, (Class: 2.0), 
Original: 2.0, Predicted: 2.0, 0.0, (Class: 2.0), 11.44644486292578, (Class: 2.0), 12.520642954736788, (Class: 2.0), 
kNN Accuracy: 88.02816901408451%
